index,title,url,press,date,keyword,content,filtered,Blacklist,Scraped_date
29,[SR기획-2021 산업 10대 뉴스] 수소전기차 전환 맞은 현대차…기술수출 '잭팟' 터트린 제약·바이오,http://www.srtimes.kr/news/articleView.html?idxno=105048,SR타임스,2021.12.30.,석유공사 CCUS 신사업 해외,"전기차는 이제 현대차그룹의 기본이 됐고 수소, 자율주행, 도심항공교통, 로봇이란 4대 신사업을 올해부터 전면에 내세웠다. 이런 노력들이 '유럽 2022년... 탄소를 포집해 저장 또는 활용하는 탄소 포집 및 활용ㆍ저장(CCUS) 기술개발도 활발하다. SK이노베이션은 지난 9월 한국와 동해가스전에...",fail,Blacklist,2023-12-27
0,"[인터뷰] 이철 로우카본 대표 ""CCUS 기술력 바탕, 전세계 탄소중립 실현 기여""",http://www.gasnews.com/news/articleView.html?idxno=106919,가스신문,2022.09.26.,로우카본 CCUS 신사업 해외,"및 신사업 공동 진출을 꾀하고 있습니다. 구체적으로는 청정수소 클러스터 조성 사업, 이산화탄소 포집, 활용, 저장(CCUS) 사업 등이 있습니다. 또한, 국내 대기업 건설회사의 해외 진출에 로우카본의 기술을 적용하기 위한 협력을 강화하고 있습니다. *향후 투자계획 및 정부정책에 바라는 점은 -그동안...",fail,Not in Blacklist,2023-12-27
1,[인터뷰] 이철 /(주)로우카본 대표…수소생태계 구현,http://www.energydaily.co.kr/news/articleView.html?idxno=130968,에너지데일리,2022.09.26.,로우카본 CCUS 신사업 해외,"및 신사업 공동 진출을 꾀하고 있다""고 했다. 구체적으로 청정수소 클러스터 조성 사업, 이산화탄소 포집, 활용, 저장(CCUS) 사업 등이 있다는 설명이다. 또한, 국내 대기업 건설회사의 해외 진출에 로우카본의 기술을 적용하기 위한 협력도 강화하고 있다. 그러면서 이철 대표는 어린 시절 봤던 높고 푸른...",success,Not in Blacklist,2023-12-27
2,[인터뷰] 이철 로우카본 대표,http://www.todayenergy.kr/news/articleView.html?idxno=252769,투데이에너지,2022.09.27.,로우카본 CCUS 신사업 해외,"및 신사업 공동 진출을 꾀하고 있다. 구체적으로는 청정수소 클러스터 조성 사업, 이산화탄소 포집, 활용, 저장(CCUS) 사업 등이 있다. 또한 국내 대기업 건설회사의 해외 진출에 로우카본의 기술을 적용하기 위한 협력을 강화하고 있다. ■이러한 프로젝트들을 추진하게된 동기는. 우리는 모두 어린 시절...",fail,Not in Blacklist,2023-12-27
0,"KC코트렐 ""CCUS 설비, 인도네시아 해외 첫 수출""",http://www.fnnews.com/news/202308110934425099,파이낸셜뉴스,2023.08.11.,포스코인터내셔널 CCUS 신사업 해외,"국내에서도 포스코인터내셔널, 현대건설 등 대기업들도 탄소배출 감소와 탄소중립을 달성하기 위해 CCS 사업을 확대 중이다. 현재는 포집된... KC코트렐 관계자는 ""미래 신사업으로 대용량 이산화탄소 포집 및 재활용 설비 즉 를 석탄발전소에 수출하기 위해 준비돼 있다""며 ""향후 가시적인 성과를 내...",success,Not in Blacklist,2023-12-27
1,"KC코트렐, CCUS 설비 '해외 최초 수출' 본격",https://dealsite.co.kr/articles/107701,딜사이트,2023.07.31.,포스코인터내셔널 CCUS 신사업 해외,"국내에서도 포스코인터내셔널, 현대건설 등 대기업들도 탄소배출 감소와 탄소중립을 달성하기 위해 CCS 사업을 확대 중이다. 현재는 포집된... KC코트렐은 ""미래 신사업으로 대용량 이산화탄소 포집 및 재활용 설비 즉 CCUS를 석탄발전소에 수출하기 위해 준비돼 있다""며 ""향후 가시적인 성과를 내...",success,Not in Blacklist,2023-12-27
2,[Who Is ?] 최정우 포스코홀딩스 대표이사 회장,https://www.businesspost.co.kr/BP?command=article_view&num=321049,비즈니스포스트,2023.07.13.,포스코인터내셔널 CCUS 신사업 해외,"및 CCUS(탄소 포집·활용·저장) 기술개발 등을 추진한다. 포스코홀딩스는 한국전력과 함께 2027년 청정 수소·암모니아 도입을 목표로 사우디아라비아, 칠레 등 해외에서 블루·그린 수소 생산 프로젝트 공동개발·투자를 추진하는 방안을 검토하기로 했다. 최정우는 일찍부터 수소 사업에서 다른 기업들과...",fail,Blacklist,2023-12-27
3,"[컨콜 종합] 포스코홀딩스, 2분기 영업이익 1.3조원…시장 기대치 충족",http://www.inews24.com/view/1615847,아이뉴스24,2023.07.24.,포스코인터내셔널 CCUS 신사업 해외,"포스코인터내셔널은 글로벌 트레이닝 사업이 성장세를 보였다. 철강 트레이닝은 풍력과 태양광용 고장력강 등 고수익 철강재 판매가 증가하는 등... 창출하고, 신사업 성장 전략과 같이 작동하면서 기업가치 선순환구조를 만들 수 있다""고 말했다. ◆ ""하반기 철강 시황 개선 전망…중국 구조조정·일본 환율...",fail,Blacklist,2023-12-27
4,[Who Is ?] 최정우 포스코홀딩스 대표이사 회장,https://www.businesspost.co.kr/BP?command=article_view&num=303901,비즈니스포스트,2023.01.19.,포스코인터내셔널 CCUS 신사업 해외,"및 CCUS(탄소 포집·활용·저장) 기술 개발 등을 추진한다. 포스코홀딩스는 한국전력과 함께 2027년 청정 수소·암모니아 도입을 목표로 사우디아라비아, 칠레 등 해외에서 블루·그린 수소 생산 프로젝트 공동개발·투자를 추진하는 방안을 검토하기로 했다. 최정우는 일찍부터 수소 사업에서 다른 기업들과...",fail,Blacklist,2023-12-27
5,[2023경영비전-포스코] “위기를 기회로”...7대 핵심사업 키운다,http://www.mediapen.com/news/view/787006,미디어펜,2023.01.17.,포스코인터내셔널 CCUS 신사업 해외,"인도네시아, 인도, 호주, 북미 등지의 해외 철강 사업에도 적극적으로 나설 계획이다. 업계에 따르면 포스코그룹은 서호주 지역에 '그린 클러스터'를 구축해 친환경 철강재 생산을 시작할 것으로 알려졌다. ◇비철강, 신사업분야 적극 공략 그룹에서는 본격적으로 시장이 확대되고 공급망이 재편 중인...",fail,Not in Blacklist,2023-12-27
6,"건설업계, 부동산 경기 침체에 ‘위기론’…원전·신사업 진출 가속화",http://theviewers.co.kr/View.aspx?No=2574485,뷰어스,2022.10.21.,포스코인터내셔널 CCUS 신사업 해외,앞서 지난 8월에는 한전 전력연구원과도 글로벌 CCUS 시장 공략에도 나서는 등 친환경 수소 사업을 전방위적으로 확대하고 있다. GS건설은 이번 원자력 청정수소 산업 육성 외에도 소형원전과 해수담수화 사업 등에 뛰어들고 있다. 세계적인 수처리업체 GS이니마를 통해 에 힘쓰고 있으며...,success,Not in Blacklist,2023-12-27
7,[Who Is ?] 최정우 포스코홀딩스 대표이사 회장,https://www.businesspost.co.kr/BP?command=article_view&num=291269,비즈니스포스트,2022.08.30.,포스코인터내셔널 CCUS 신사업 해외,"및 CCUS(탄소 포집·활용·저장) 기술개발 등을 추진한다. 포스코홀딩스는 한국전력과 함께 2027년 청정 수소·암모니아 도입을 목표로 사우디아라비아, 칠레 등 해외에서 블루·그린 수소 생산 프로젝트 공동개발·투자를 추진하는 방안을 검토하기로 했다. 최정우는 일찍부터 수소 사업에서 다른 기업들과...",fail,Blacklist,2023-12-27
8,"포스코 에너지회사 통합 추진, 최정우 수소사업 생태계 토대 다진다",https://www.businesspost.co.kr/BP?command=article_view&num=287581,비즈니스포스트,2022.07.21.,포스코인터내셔널 CCUS 신사업 해외,LNG사업 구조와 비슷하게 포스코인터내셔널이 수소 생산 및 조달 등을 신사업으로 내걸고 있고 포스코에너지는 LNG발전에서 수소가스터빈발전으로... 물론 현재 수소 생산에서 철강사업을 운영하고 있는 계열사 포스코도 부생수소를 생산하면서 수소 생산에 한 축을 담당하고 있지만 추후 에서 수소를...,success,Not in Blacklist,2023-12-27
9,"포스코, 신사업 육성…수익성·지속가능성 향상 모색",http://www.mediapen.com/news/view/720867,미디어펜,2022.05.02.,포스코인터내셔널 CCUS 신사업 해외,"포집·활용·저장(CCUS) 기술 고도화 등의 분야에서 협력하기로 했다. 4월29일 (뒷줄 왼쪽부터) 정승일 한국전력공사 사장, 최정우 포스코그룹 회장 등이... 등 해외 블루·그린수소 프로젝트 공동개발 및 투자도 검토한다는 계획이다. 자회사 도 GS칼텍스와 손잡고 친환경 바이오사업을...",success,Not in Blacklist,2023-12-27
10,"포스코, 신사업 육성…수익성·지속가능성 향상 모색",http://www.mediapen.com/news/view/720867,미디어펜,2022.05.02.,포스코인터내셔널 CCUS 신사업 해외,"포집·활용·저장(CCUS) 기술 고도화 등의 분야에서 협력하기로 했다. 4월29일 (뒷줄 왼쪽부터) 정승일 한국전력공사 사장, 최정우 포스코그룹 회장 등이... 등 해외 블루·그린수소 프로젝트 공동개발 및 투자도 검토한다는 계획이다. 자회사 도 GS칼텍스와 손잡고 친환경 바이오사업을...",success,Not in Blacklist,2023-12-27
11,12월 1주차 국내 ESG 핫클립,http://www.impacton.net/news/articleView.html?idxno=10444,임팩트온,2주 전,포스코인터내셔널 CCUS 신사업 해외,"친환경 사업 '대못' 빠진다… '옥수수 항공유·폐플라스틱 기름' 장사 준비 국내 정유·화학업계의 저탄소 신사업에 속도가 붙었다. 28일 국회에 따르면... GS칼텍스는 포스코인터내셔널과 인도네시아에 바이오 원료 정제 시설을 짓는다. 에쓰오일은 정부의 바이오연료 실증연구에 참여, 울산 공장 원유...",fail,Blacklist,2023-12-27
12,"건설업계, 신사업에 빠지다…새로운 활로 찾아 신시장 개척 러시",http://www.newswatch.kr/news/articleView.html?idxno=58784,뉴스워치,2022.04.06.,포스코인터내셔널 CCUS 신사업 해외,"양측은 CCUS 연구개발 성과물의 상용화를 통해서 신사업 모델을 개발할 계획을 밝혔다. 최근 전 세계적으로 CCUS 사업에 대한 관심이 높아졌다.... 신사업 투자에 대한 적극적인 행보로 기업 가치를 높여 나가겠다""고 말했다. 현대건설은 미국의 원자력 사업 분야 선도 기업인 홀텍 과 SMR...",success,Not in Blacklist,2023-12-27
13,[Who Is ?] 최정우 포스코홀딩스 대표이사 회장,https://www.businesspost.co.kr/BP?command=article_view&num=274457,비즈니스포스트,2022.03.15.,포스코인터내셔널 CCUS 신사업 해외,"특히 미래기술연구원은 신사업 연구개발(R&D)과 핵심기술 확보에 집중한다. 국내외 우수한 연구인력을 집중적으로 유치해 인공지능, 2차전지, 수소 등 미래 신기술 분야 기술개발을 이끌 계획을 세웠다. 기존 철강사업 부문은 로 물적분할돼 수소환원제철, 탄소 포집 및 활용·저장기술() 등 친환경...",fail,Blacklist,2023-12-27
14,"[이슈] '포스코홀딩스' 시대 개막...""100년 기업으로 성장하는 첫 출발"" 선언",http://www.paxetv.com/news/articleView.html?idxno=139108,팍스경제TV,2022.03.02.,포스코인터내셔널 CCUS 신사업 해외,"포스코홀딩스는 저탄소와 친환경 시대에 부응해 미래 신사업 투자를 확대하고 그룹 차원의 시너지 기회를 적극적으로 발굴하고 기술혁신을... 그 아래로 포스코와 포스코케미칼, 포스코인터내셔널, 포스코건설 등 자회사를 두는 형태입니다. 홀딩스의 구성을 살펴보면 경영전략, 포트폴리오 관리 등...",fail,Not in Blacklist,2023-12-27
15,"지주회사 포스코홀딩스 출범...""친환경 소재 기업 탈바꿈""",http://www.newsquest.co.kr/news/articleView.html?idxno=93903,뉴스퀘스트,2022.03.02.,포스코인터내셔널 CCUS 신사업 해외,"이중에서 미래기술연구원은 신사업 연구개발(R&D)과 핵심기술 확보에 집중할 예정이다. 국내외 우수한 연구 인력을 유치해 인공지능(AI)과 이차전지, 수소 등 신기술 분야에서 기술 개발을 이끈다는 구상이다. 철강사업을 이끄는 는 수소환원제철과 탄소포집 및 활용·저장 기술() 등 친환경...",fail,Not in Blacklist,2023-12-27
16,글로벌 철강시장 훈풍에 '친환경'신사업도 '착착'…최정우 '뉴 포스코' 순항,https://www.ekn.kr/web/view.php?key=20210121010004751,에너지경제,2021.01.21.,포스코인터내셔널 CCUS 신사업 해외,"외에, 해외 원료 전용선 38척 가운데 21척에 대해 탈황설비 장착을 완료했다는 설명이다. 이와 함께 나머지 선박에 대해서도 향후 해운 및 조선사와 협의해 LNG 추진선을 포함한 친환경 선박으로 교체한다는 계획이다. 는 철강 공정의 탈탄소화를 위해 탄소포집저장활용()이나 수소환원제철과 같은...",success,Not in Blacklist,2023-12-27
17,[Who Is ?] 박찬구 금호석유화학 회장,https://www.businesspost.co.kr/BP?command=article_view&num=288541,비즈니스포스트,2022.08.01.,포스코인터내셔널 CCUS 신사업 해외,"해외영업팀, 수지영업담당, 영업본부장 등을 역임했다. 박주형 전무는 1980년 태어나 이화여자외국어고등학교와 이화여자대학교 특수교육학과를 나와 2010년 대우인터내셔널(현 포스코대우)에 입사했다. 2015년 금호석유화학 구매·자금관리담당 임원으로 자리를 옮겼다. 금호석유화학 실적. △미래사업...",fail,Blacklist,2023-12-27
18,"블루오션 찾아 나선 국내 건설사들, ‘부활 신호탄’ 쏘나",http://www.smartfn.co.kr/view.php?ud=2022032817445426534409b2f14f_46,스마트에프엔,2022.03.28.,포스코인터내셔널 CCUS 신사업 해외,Hughes)와 ‘CCUS 및 수소 에너지 이용’ 관련 업무협약을 체결하기도 했다. 삼성물산 건설부문은 지난해 11월 초 포스코와 ‘해외 그린수소 생산시설... 현대건설은 지난해 11월 중순 미국의 원자력사업 기업인 홀텍 인터내셔널과 소형 모듈 워자로 개발 및 사업 동반 진출을 위한 사업 협력 계약을 체결했다....,success,Not in Blacklist,2023-12-27
0,[Who Is ?] 허윤홍 GS건설 미래혁신대표 사장,https://www.businesspost.co.kr/BP?command=article_view&num=320185,비즈니스포스트,2023.07.05.,GS건설 CCUS 투자계획 해외,그 뒤 2025년 4분기까지 폐배터리 블랙파우더 처리 능력을 한 해 2만 톤 규모로 확충한다는 계획도 세워뒀다. 블랙파우더는 폐배터리 재활용을 통해... GS건설은 2019년 뒤 신사업부문에 투자를 집중하고 있다. GS건설은 사업에서 대규모 부실화를 겪은 2010년대 초반 이후 국내 주택사업을 중심으로...,success,Blacklist,2023-12-27
1,"효성, 탄소중립 활용해 수소 밸류체인 확보…GS건설은 사업다각화",https://view.asiae.co.kr/article/2023062708212457394,아시아경제언론사 선정,2023.06.27.,GS건설 CCUS 투자계획 해외,"해외에서는 신재생과 연계해 수소생산 사업을 개발할 생각도 하고 있다. <정 교수> 블루수소를 만드는 계획인가. <이 상무> 그렇다고 할 수 있지만... GS건설은 태양광, 풍력 등에 많은 투자를 하고 있거나 계획하고 있다. 다양한 산업군에 속해 있는 기업과 직접 거래하거나 REC 구매를 하고 있다. 재생에너지나...",success,Not in Blacklist,2023-12-27
2,"삼성물산·포스코건설·GS건설, 사업 다각화로 불황 넘는다",http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004843514,매일경제TV,2023.01.26.,GS건설 CCUS 투자계획 해외,"조립식 건물인 프리패브 사업, 폐배터리 재활용, CCUS(탄소 포집·활용·저장) 기술 등 다양한 사업을 진행하고 있습니다. ▶ 인터뷰(☎) : GS건설 관계자 - ""올해 GS건설의 신사업은 안정화와 집중을 할 예정입니다. 그동안 추진해오던 프리패브 등 주요 신사업에 대해서는 더욱 를 확대할 이며, 다른 신규...",success,Not in Blacklist,2023-12-27
3,[Who Is ?] 임병용 GS건설 대표이사 부회장,https://www.businesspost.co.kr/BP?command=article_view&num=304310,비즈니스포스트,2023.01.26.,GS건설 CCUS 투자계획 해외,"나간다는 계획을 세웠다. 미래사업 전략에서도 ESG 경영을 중요한 요소로 고려하고 있다. GS이니마를 통한 수처리 사업을 비롯해 모듈러 사업, 2차전지 배터리 재활용 사업, 해외 태양광 지분투자형 사업, 스마트양식 클러스터 조성 사업 등 의 미래사업 대부분이 환경친화 사업에 집중돼 있다....",success,Blacklist,2023-12-27
4,"[데스크리포트 4월] HDC현산 제재 시작, 현대와 GS 부산에서 맞붙나",https://www.businesspost.co.kr/BP?command=article_view&num=276697,비즈니스포스트,2022.04.05.,GS건설 CCUS 투자계획 해외,"대우건설은 베트남 등 해외에서 물류, ESG(환경·사회·지배구조) 인프라 관련 유망 기업 및 우량 자산에 투자를 진행한다는 계획을 세웠다. 대우건설은... ◆ DL이앤씨, 호주에서 탄소 포집·활용 및 저장 사업 시동 걸어 DL이앤씨가 호주에서 탄소 포집·활용 및 저장() 사업을 추진한다. DL이앤씨는 호주...",fail,Blacklist,2023-12-27
5,건설업계 '친환경 패러다임' 차세대 먹거리로 부상,http://www.newsprime.co.kr/news/article.html?no=562480,프라임경제,2022.03.04.,GS건설 CCUS 투자계획 해외,"업계 관계자는 ""ESG와 탄소중립, 친환경이 사회 주요 쟁점으로 떠오르면서 건설사들은 저마다 개성 있는 계획을 바탕으로 투자를 아끼지 않고 있다... GS에너지 △한국석유공사 △한국남부발전과 수소·암모니아 등 청정에너지 사업을 공동으로 추진하기 위한 협약(MOU)을 체결했다. 이번 협약으로 에서...",success,Not in Blacklist,2023-12-27
6,[Part Ⅱ] 산업지형도 변화 빅테크가 기상예측…탄소포집 기술 경쟁,https://www.mk.co.kr/article/10818211,매일경제,2023.08.30.,GS건설 CCUS 투자계획 해외,"또 포스코가 개발한 대형 LCO2 운반선용 강재도 국내 최초로 국제인증을 받으며 CCUS 비즈니스 모델을 구축 중이다. DL이앤씨, 현대건설, GS건설 등... 삼성전자는 2030년까지 공정가스 저감, 폐전자제품 수거·재활용, 수자원 보존, 오염물질 최소화 등 환경경영 과제에 총 7조원 이상 할 이다. SK는...",fail,Not in Blacklist,2023-12-27
0,[Who Is ?] 허윤홍 GS건설 미래혁신대표 사장,https://www.businesspost.co.kr/BP?command=article_view&num=320185,비즈니스포스트,2023.07.05.,GS칼텍스 CCUS 투자계획 해외,LG칼텍스정유(현 GS칼텍스)에 사원으로 입사한 뒤 GS건설로 자리를 옮겨 19년째를 맞이하고 있다. 중동 등 건설현장에서 근무한 경험이 많다.... GS건설은 2019년 뒤 신사업부문에 투자를 집중하고 있다. GS건설은 해외사업에서 대규모 부실화를 겪은 2010년대 초반 이후 국내 주택사업을 중심으로 실적을...,success,Blacklist,2023-12-27
1,ESG경영 확장하는 포스코그룹...한전/GS칼텍스와 손잡고 '그린사업' 추진,http://www.wsobi.com/news/articleView.html?idxno=160905,여성소비자신문,2022.05.02.,GS칼텍스 CCUS 투자계획 해외,"CCUS(탄소 포집/활용/저장)기술 고도화 등에 대해서도 공동 연구를 추진한다. 특히 포스코홀딩스는 이번 협약을 토대로 한국전력과 함께 2027년 청정 수소ㆍ암모니아 도입을 목표로 사우디, 칠레 등 해외 블루ㆍ그린 수소 생산 프로젝트 공동개발/를 검토한다는 이다. 포스코인터내셔널도 과...",success,Not in Blacklist,2023-12-27
2,12월 1주차 국내 ESG 핫클립,http://www.impacton.net/news/articleView.html?idxno=10444,임팩트온,2주 전,GS칼텍스 CCUS 투자계획 해외,"공동 투자를 통해 폐자원 원료 업체인 대경오앤티 지분 100%를 확보, 바이오 원료 기반 SAF 생산에 필요한 원료를 공급받을 예정이다. GS칼텍스는... 변경할 계획이다. LS전선아시아는 해저사업 확대, 희토류 산화물 사업을 추진하고 있다. 에서 정제를 마친 네오디뮴 등을 국내외 종합상사와 영구자석...",fail,Blacklist,2023-12-27
3,"수소연료 공장서 文대통령 만난 기업인들, 청정수소 투자계획 발표",http://news.einfomax.co.kr/news/articleView.html?idxno=4170657,연합인포맥스,2021.10.07.,GS칼텍스 CCUS 투자계획 해외,"국내 대표 에너지·발전 기업들이 문재인 대통령과 수소연료전지공장 투자 예정지에서 만나 청정수소 투자 계획을 밝혔다. 문재인 대통령은 7일... 공급용으로 GS칼텍스, E1, 효성 등에 공급될 예정이다. 산업용으로 포스코의 수소환원제철과 LG화학의 납사 크랙커(NCC)의 연료를 대체할 예정""이라고 했다....",success,Not in Blacklist,2023-12-27
4,7월 4주 국내 ESG 이슈 핫클립,http://www.impacton.net/news/articleView.html?idxno=6936,임팩트온,2023.07.27.,GS칼텍스 CCUS 투자계획 해외,"""'미래 먹거리' 화이트바이오에 힘 싣는 GS칼텍스"" 정유기업인 GS칼텍스가 화이트바이오 사업의 보폭을 넓히는 가운데, 기존의 '1,3-부탄다이올... 정부는 나머지 5000억원은 민간기업의 투자로 유치한다는 계획이며 스코펀드는 초격차와 세컨더리, K-글로벌 등을 3대 핵심 출자분야로 삼아 모펀드를 조성할...",fail,Blacklist,2023-12-27
5,"[기획] 한국가스공사, 그린 수소 생태계 구축 선도한다-②",http://www.energydaily.co.kr/news/articleView.html?idxno=133740,에너지데일리,2023.01.01.,GS칼텍스 CCUS 투자계획 해외,"2030년까지 거점형 수소 생산기지, 수소 충전소 등 수소 인프라 구축과 함께 CCUS기술을 도입해 온실가스 배출이 없는 블루수소를 생산·공급한다는 계획이다. 또한 2030년까지 신재생설비 17.1GW구축하고 신재생 발전을 통해 이산화단소 배출 없는 그린수소를 생산한다. 더 나아가 2040년까지 그린수소...",success,Blacklist,2023-12-27
6,"포스코그룹, 친환경사업 협업 강화",http://www.opinionnews.co.kr/news/articleView.html?idxno=66623,오피니언뉴스,2022.05.01.,GS칼텍스 CCUS 투자계획 해외,"개발과 CCUS(탄소 포집/활용/저장)기술 고도화 등에 대해 공동 연구를 추진한다. 포스코홀딩스는 한국전력과 2027년 청정 수소·암모니아 도입을 목표로 사우디 아라비아, 칠레 등 해외 블루·그린 수소 생산 프로젝트 공동개발, 를 검토한다는 이다. 포스코인터내셔널도 와 팜유를 기반으로...",fail,Not in Blacklist,2023-12-27
7,"[수소 경제 내비게이션-③] ""수소 강국 도약 위해 기업 뒷받침 절실""…尹 정부서 수소법 개정안 통과되나",http://www.todaykorea.co.kr/news/articleView.html?idxno=298301,투데이코리아,2022.04.08.,GS칼텍스 CCUS 투자계획 해외,"2030년까지 수소 경제에 43조원에 달하는 대규모 자금을 투자하겠다는 계획을 내놨고, 수소기업협의체를 꾸려 수소 사회 구현을 앞당기는 데도 힘을... 허세홍 GS칼텍스 사장, 정기선 현대중공업지주 부사장, 박정원 두산그룹 회장, 조현상 효성그룹 부회장, 이규호 코오롱글로벌 부사장, 김상범 이수그룹 회장...",fail,Not in Blacklist,2023-12-27
8,삼성전자보다 탄소배출 많은데 '친환경 발전소'라고요? [그린워싱 탐정],https://hankookilbo.com/News/Read/A2022010308460004184?did=NA,한국일보언론사 선정,2022.01.05.,GS칼텍스 CCUS 투자계획 해외,"GS칼텍스만 환경(70회), 탄소(68회) 등 단어를 자주 사용하는 편이다. 탄소배출 26% 줄이면 '탄소중립'? 그러나 게시물의 내용을 파헤치면 정유사도 그린워싱 논란을 피할 수 없다. 현대오일뱅크가 지난해 4월 올린 탄소중립 및 수소사업 소개 글이 대표적이다. ‘2050년까지 탄소 배출을 현 수준의 70%로...",fail,Not in Blacklist,2023-12-27
9,"[재계, 수소에 꽂히다]너도나도 ‘1위’ 목표…밸류체인 극대화",http://www.newsway.co.kr/news/view?tp=1&ud=2021090515595698874,뉴스웨이,2021.09.06.,GS칼텍스 CCUS 투자계획 해외,"2023년까지 SK인천석유화학 단지에 연 3만톤 규모 세계 최대 수소 액화플랜트를 완공하고, 보령 LNG 터미널과 CCUS 기술 등을 활용해 2025년까지 블루수소(청색수소) 25만톤을 생산할 계획이다. 수소사업 전반의 경쟁력 강화를 위해서는 올 초 SK㈜와 SK E&S가 총 1조8000억원을 해 글로벌 수소 전문기업 미국...",fail,Not in Blacklist,2023-12-27
10,"[재계, 수소에 꽂히다]너도나도 ‘1위’ 목표…밸류체인 극대화",http://www.newsway.co.kr/news/view?tp=1&ud=2021090515595698874,뉴스웨이,2021.09.06.,GS칼텍스 CCUS 투자계획 해외,"2023년까지 SK인천석유화학 단지에 연 3만톤 규모 세계 최대 수소 액화플랜트를 완공하고, 보령 LNG 터미널과 CCUS 기술 등을 활용해 2025년까지 블루수소(청색수소) 25만톤을 생산할 계획이다. 수소사업 전반의 경쟁력 강화를 위해서는 올 초 SK㈜와 SK E&S가 총 1조8000억원을 해 글로벌 수소 전문기업 미국...",fail,Not in Blacklist,2023-12-27
11,"'탄소중립 2050' 재계 수소 로드맵, 비전 창대하나 기술은 갈 길 멀다",https://ilyo.co.kr/?ac=article_view&entry_id=411229,일요신문,2021.09.08.,GS칼텍스 CCUS 투자계획 해외,"분야에 투자 중이다. GS칼텍스는 한국가스공사 등과 손잡고 액화수소 공장과 수소 연료전지 발전소를 구축할 계획이다. 재계가 이처럼 수소 사업을... 또 수소 공급과 이동, 활용을 위한 기술은 해외 의존적이며 핵심 '소부장(소재 부품 장비)'도 수입에 의존하고 있다는 지적이다. 보고서를 쓴 조지훈 특허청...",fail,Not in Blacklist,2023-12-27
0,`탄소중립 성장` 선언한 정유·화학업계…녹색경영 앞장,http://www.kukinews.com/newsView/kuk202009240330,쿠키뉴스,2020.09.25.,LG화학 CCUS 투자계획 해외,"이 밖에도 탄소 배출량 감축을 위해 공정과 설비 에너지 효율화, 탄소 포집 저장 활용(CCUS,Carbon Capture Utilization Storage) 기술 개발 및 도입 등도 적극 추진한다는 계획이다. 이와 관련 신학철 부회장은 “지속가능성(Sustainability) 전략이 모두 달성되는 2050년은 이 창립 100년을 넘어 다음 세기로...",fail,Not in Blacklist,2023-12-27
1,새 핵심거점 베트남에 '올인'하는 기업들.. 성공 안착 과제는,https://www.straightnews.co.kr/news/articleView.html?idxno=241279,스트레이트뉴스,2023.11.19.,LG화학 CCUS 투자계획 해외,"LG그룹은 지난 1995년 LG전자가 베트남에 첫 진출한 이후 현재 LG디스플레이, LG이노텍, LG화학 등이 베트남 내 7개 생산법인을 포함해 총 12개 법인을... LG이노텍도 베트남 하이퐁 생산법인 증설에 오는 2025년까지 10억 달러 을 밝혔다. 이노텍은 구 회장이 베트남 경제사절단 방문을 한 직후 발표된...",fail,Not in Blacklist,2023-12-27
2,"[더벨][한일 종합상사 포트폴리오 분석]LX인터, 일본과 같은 듯 다른 '신사업 전략'",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307171530407040107670,더벨,2023.07.20.,LG화학 CCUS 투자계획 해외,"LX인터내셔널은 LG에너지솔루션, LG화학 등과 컨소시엄을 꾸려 현지 니켈 광산 개발 사업권을 확보하는 데 주력하고 있다. 현재 인도네시아 국영... 해외에서 생산된 수소를 일본으로 들여오는 것이 핵심이다. 이외에도 탄소포집, 활용, 저장 기술을 의미하는 CCUS 투자에도 적극적이다. 일례로...",success,Not in Blacklist,2023-12-27
3,"수소연료 공장서 文대통령 만난 기업인들, 청정수소 투자계획 발표",http://news.einfomax.co.kr/news/articleView.html?idxno=4170657,연합인포맥스,2021.10.07.,LG화학 CCUS 투자계획 해외,"수소환원제철과 LG화학의 납사 크랙커(NCC)의 연료를 대체할 예정""이라고 했다. 최성안 삼성엔지니어링 대표이사 사장은 말레이시아 하이비스커스 프로젝트를 소개했다. 그는 ""이 프로젝트는 삼성엔지니어링과 포스코, 롯데케미칼 등 국내 3개 사가 말레이시아 사라왁 주 정부와 함께 직접 하고 생산과...",success,Not in Blacklist,2023-12-27
4,"국내 온실가스 다배출기업 ""탄소중립, 기업 경쟁력에 긍정적 영향""",https://www.enetnews.co.kr/news/articleView.html?idxno=9901,이넷뉴스,2023.02.27.,LG화학 CCUS 투자계획 해외,"6%), '탄소포집 저장 및 활용(CCUS)'(2.7%)이 뒤를 이었다. 투자계획이 없다고 응답한 기업은 그 이유로 '투자자금 조달의 어려움'(42.5%)을 가장 많이... 라운드 테이블에는 김학동 포스코 부회장, 신학철 LG화학 부회장, 김교현 롯데케미칼 부회장, 안동일 현대제철 사장, 김동섭 SK하이닉스 사장, 이현준 쌍용C&E...",fail,Not in Blacklist,2023-12-27
