index,title,url,press,date,keyword,content,filtered,Blacklist,Scraped_date
11,"포스코, 신사업 육성…수익성·지속가능성 향상 모색",http://www.mediapen.com/news/view/720867,미디어펜,2022.05.02.,GS칼텍스 CCUS 신사업 해외,"포집·활용·저장(CCUS) 기술 고도화 등의 분야에서 협력하기로 했다. 4월29일 (뒷줄 왼쪽부터) 정승일 한국전력공사 사장, 최정우 포스코그룹 회장 등이... 등 해외 블루·그린수소 프로젝트 공동개발 및 투자도 검토한다는 계획이다. 자회사 포스코인터내셔널도 와 손잡고 친환경 바이오사업을...",success,Not in Blacklist,2023-12-27
12,환경부·KBCSD 공동 주최 리더스포럼 열어…ESG·탄소중립 해법 모색,http://news.heraldcorp.com/view.php?ud=20231102000560,헤럴드경제,2023.11.02.,GS칼텍스 CCUS 신사업 해외,"글로벌 및 국내 산업계 CEO와 정관계 고위인사, 주요국 대사, 글로벌 상공회의소, 협단체장들은 신사업 측면 중 국내 녹색 첨단산업의 조기 상용화에... 이어지는 환영사에서 허동수 KBCSD 명예회장(GS칼텍스 명예회장)은 “국내 산업계가 ESG·녹색산업 표준의 선도자가 되기 위한 선결과제로 기후...",fail,Not in Blacklist,2023-12-27
13,"'고유가에 실적 급등' 정유업계, 마냥 좋아할 수 없는 까닭",http://www.newswatch.kr/news/articleView.html?idxno=65016,뉴스워치,2023.09.25.,GS칼텍스 CCUS 신사업 해외,"사진=SK이노베이션 SK이노베이션, S-OIL(에쓰오일), HD현대오일뱅크, GS칼텍스 등 국내 정유 빅4사(社)가 하반기 고유가 호재를 만나 실적이 개선될... S-OIL은 지난 2021년 삼성물산과 수소, 바이오 등 에너지 신사업 개발을 위한 파트너십을 체결했다. 두 회사는 바이오디젤과 SAF 등을 개발하고 ...",fail,Blacklist,2023-12-27
14,7월 2주 국내 ESG 이슈 핫클립,http://www.impacton.net/news/articleView.html?idxno=6847,임팩트온,2023.07.13.,GS칼텍스 CCUS 신사업 해외,"GS칼텍스가 내세운 대표적인 신사업은 수소 사업으로, 수소 충전소 구축, 액화수소 생산 및 공급, CCUS(탄소 포집·저장·활용), 연료전지 발전 등을... 해외기업 중에서는 미국 다우케미칼, 일본 미쯔이 등이 POE 시장에 진출했다. 국내에서는 LG화학, SK지오센트릭, 한화토탈에너지스가 POE를 적극 육성 중에...",fail,Blacklist,2023-12-27
15,"석화업계 '탈석유' 계획, ESG보고서에 다 나온다",https://www.asiatime.co.kr/article/20230704500260,아시아타임즈,2023.07.04.,GS칼텍스 CCUS 신사업 해외,"GS칼텍스가 내세운 대표적인 신사업은 수소 사업이 있다. 수소 충전소 구축, 액화수소 생산 및 공급, CCUS(탄소 포집·저장·활용), 연료전지 발전 등을... 석유화학 불황을 해외시장 개척으로 정면 돌파하겠다는 모양새다. 롯데케미칼도 ‘GREEN PROMISE’을 내걸고 2030년 청정수소 120만톤 공급, 배터리 소재...",fail,Not in Blacklist,2023-12-27
16,[Who Is ?] 이규복 현대글로비스 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=315149,비즈니스포스트,2023.05.15.,GS칼텍스 CCUS 신사업 해외,"두 회사는 앞서 2022년 11월 CCUS(탄소포집·활용·저장) 사업협력을 위해 GS칼텍스, 한국동서발전 등과 함께 협약을 체결한 바 있다. △현대글로비스 대표이사에 취임 이규복은 2022년 11월30일 실시된 현대자동차그룹 사장단 인사에서 현대차 프로세스혁부 전무에서 부사장으로 승진하면서...",fail,Blacklist,2023-12-27
17,"가스공사, 수소·신사업 앞세워 2030년 영업익 3조원 노린다",http://www.mediapen.com/news/view/666594,미디어펜,2021.09.29.,GS칼텍스 CCUS 신사업 해외,"'그린액션 2045' 개념도/사진=한국가스공사 해외자원개발도 △원자재값 상승 △주바이르 유전 생산량 확대 △모잠비크 가스전 신규 가동 △호주 GLNG... GS칼텍스와 액화수소 생산 및 공급사업을 위한 업무협약을 체결하는 등 파트너들과의 관계도 강화하는 중으로, 100MW급 수전해 기반 그린수소 플랫폼도...",success,Not in Blacklist,2023-12-27
18,"""석유 산업, 에너지 안보 환경·탄소 중립 확대 속 중요성 커져""",http://www.mediapen.com/news/view/780173,미디어펜,2022.12.22.,GS칼텍스 CCUS 신사업 해외,(왼쪽 위에서부터 시계방향으로)SK이노베이션 울산 컴플렉스·GS칼텍스 여수공장·에쓰오일 울산공장·현대오일뱅크 VLSFO/사진=각 사 제공 실제 국내... 해외 주요국은 세제 혜택·법률 개정 등 다양한 정책 수단을 동원하고 있어 우리 정부 역시 상용화를 지원책을 도입해야 한다는 목소리가 높어지고...,fail,Not in Blacklist,2023-12-27
19,"석유만으론 안 된다…정유사, 사업 다각화로 분주",https://www.viva100.com/main/view.php?key=20220606010000994,브릿지경제,2022.06.06.,GS칼텍스 CCUS 신사업 해외,"GS칼텍스의 주유소 네트워크를 활용, UAM 수직 이착륙장인 버티포트를 구축한다는 계획이다.에쓰오일도 수소사업에 중점을 두고 신사업 분야에... 2024년까지는 대산공장 내 일부 설비를 연산 50만 톤 규모의 수소화 식물성 오일(HVO) 생산설비로 전환할 예정이다.토탈, 브리티시페트롤리엄 등 석유 메이저...",fail,Not in Blacklist,2023-12-27
20,"석유만으론 안 된다…정유사, 사업 다각화로 분주",https://www.viva100.com/main/view.php?key=20220606010000994,브릿지경제,2022.06.06.,GS칼텍스 CCUS 신사업 해외,"GS칼텍스의 주유소 네트워크를 활용, UAM 수직 이착륙장인 버티포트를 구축한다는 계획이다.에쓰오일도 수소사업에 중점을 두고 신사업 분야에... 2024년까지는 대산공장 내 일부 설비를 연산 50만 톤 규모의 수소화 식물성 오일(HVO) 생산설비로 전환할 예정이다.토탈, 브리티시페트롤리엄 등 석유 메이저...",fail,Not in Blacklist,2023-12-27
21,"옥수수 찌꺼기 짜고, ‘하늘택시’ 정류장 만들고…‘탈정유’ 속도 내는 정유업계",https://www.joongang.co.kr/article/25070440,중앙일보,2022.05.11.,GS칼텍스 CCUS 신사업 해외,국내뿐 아니라 원료 조달이 원활한 인도네시아 등 해외에도 화이트 바이오 제조 공장을 건설·운영해 2030년까지 연산 100만t 규모의 화이트 바이오... 등 신사업이 차지하는 비중을 70% 수준으로 늘리겠다”고 말했다. ━ 는 ‘하늘 택시’ 사업 진출 는 ‘하늘을 나는 택시’로 불리는...,fail,Not in Blacklist,2023-12-27
22,"기름만 팔아선 미래 없다, 정유사들 ‘탈정유’ 경쟁",https://www.joongang.co.kr/article/25070525,중앙일보,2022.05.12.,GS칼텍스 CCUS 신사업 해외,인도네시아 등 해외에도 화이트 바이오 제조 공장을 건설·운영해 2030년까지 연산 100만t 규모의 화이트 바이오 생태계를 구축하겠다는 목표다. 참고로... 등 신사업이 차지하는 비중을 70% 수준으로 늘리겠다”고 말했다. 는 ‘하늘을 나는 택시’로 불리는 도심항공교통(UAM) 서비스 시장에...,fail,Not in Blacklist,2023-12-27
23,[Who Is ?] 김교현 롯데케미칼 대표이사 부회장 겸 화학군 총괄대표,https://www.businesspost.co.kr/BP?command=article_view&num=275182,비즈니스포스트,2022.03.22.,GS칼텍스 CCUS 신사업 해외,"△현대오일뱅크와 신사업을 위한 합작투자 결정 롯데케미칼은 2019년 5월 현대오일뱅크와 HPC(정유부산물 기반 석유화학공장) 투자 합작 체결식을... 롯데케미칼은 6월 LG화학, 금호석유화학, 한화케미칼, GS칼텍스 등 여수산업단지 내 다른 기업들과 함께 산업 단기환경 개선을 위해 2023년까지 3250억 원을...",fail,Blacklist,2023-12-27
24,"조홍종 교수 ""배관망 중립성 바탕 가스시장제도 활성화해야""",https://www.ekn.kr/web/view.php?key=20220329010004866,에너지경제,2022.03.29.,GS칼텍스 CCUS 신사업 해외,"포스코에너지, GS칼텍스 등 주요기업들도 LNG를 이용한 수소경제 이행을 위해 주도적 역할을 수행하고 있다. 탄소중립 이행을 위한 LNG의 역할은 친환경 선박연료, 벙커링(외국 국적 선박 연료공급), ‘떠다니는 LNG 터미널’ FSRU(부유식 가스 저장·재기화 설비), 냉열사업 등 친환경 운송 및 을 통해서도...",fail,Not in Blacklist,2023-12-27
25,"[신년 기획] KOGAS VISION 2030, 어떤 내용 담겼나",http://www.todayenergy.kr/news/articleView.html?idxno=243993,투데이에너지,2022.01.02.,GS칼텍스 CCUS 신사업 해외,"2040년 해외 생산 그린수소 121만톤 도입에도 나선다. 이와 함께 그린수소로 인한 매출액 4조5,175억원 달성도 목표다. ■액화수소, 그린수소 핵심기술 확보 노력 가스공사는 액화, 그린수소 생산 등 관련 기술을 확보하겠다는 의지도 다지고 있다. 이에 대한 일환으로 가스공사는 지난 5월 와...",fail,Blacklist,2023-12-27
26,검은 땅으로 향하는 'K-수소'의 꿈…나침반은,https://www.econovill.com/news/articleView.html?idxno=522333,이코노믹리뷰,2021.03.08.,GS칼텍스 CCUS 신사업 해외,"해당 기업들 외에도 GS칼텍스와 SK이노베이션까지 따지면 국내 정유 4사가 모두 수소 사업에 발을 담그고 있는 셈이다. 코로나19 사태라는 전대미문의... 에쓰오일 관계자는 ""(에쓰오일은) 신사업 가운데 하나로 생산부터 유통, 판매 등까지 수소 산업 전반에 진출하는 것을 계획하고 있다""라고 밝혔다. 이를...",fail,Not in Blacklist,2023-12-27
0,"[산업 이모저모]부산엑스포 응원 'LG 엑스포 버스', 런던 시내 달린다",http://www.greened.kr/news/articleView.html?idxno=307820,녹색경제신문,2023.10.26.,LG화학 CCUS 신사업 해외,LG화학에서 개발한 친환경 가소제는 기존 제품 생산대비 탄소 발생량이 대폭 감소하는 제품으로 올 12월부터 본격 생산할 계획이다. ㅇ..LG전자가 글로벌 스타트업 및 투자자들과 함께 더 나은 미래를 만들 수 있는 신사업 영역의 혁신 방안을 논의하는 장을 펼쳤다. 전자 북미이노베이션센터(...,fail,Not in Blacklist,2023-12-27
1,[더벨][LG화학을 움직이는 사람들]'탈탄소' 전환 첨병 허성우 석유화학 글로벌사업추진총괄,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202308231553142480107392,더벨,2023.08.25.,LG화학 CCUS 신사업 해외,"LG화학 관계자는 ""허 부사장은 해외 포럼이나 행사에서 우연히 만난 알 감디 페트로라빅(아람코-스마토모석유화학 합작사) CEO와 그 자리에서 사업 협력을 논의할 정도로 글로벌 네트워크가 풍부하다""며 ""신사업 개발 관련 뛰어난 식견을 보유하고 있다는 평가도 받고 있다""고 말했다.",success,Not in Blacklist,2023-12-27
2,"[더벨][한일 종합상사 포트폴리오 분석]LX인터, 일본과 같은 듯 다른 '신사업 전략'",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307171530407040107670,더벨,2023.07.20.,LG화학 CCUS 신사업 해외,"해외에서 생산된 수소를 일본으로 들여오는 것이 핵심이다. 이외에도 탄소포집, 활용, 저장 기술을 의미하는 CCUS 투자에도 적극적이다. 일례로 미쓰비시상사는 이산화탄소에서 콘크리트 원료인 골재를 성형하는 기술을 보유한 회사와 협력해 사업화를 준비하고 있다. LX인터내셔널의 친환경 은...",success,Not in Blacklist,2023-12-27
3,"[zoom 人] 주목받고 있는 ""LG화학 ESG 글로벌 경영""",http://www.newsfreezone.co.kr/news/articleView.html?idxno=456174,뉴스프리존,2023.03.30.,LG화학 CCUS 신사업 해외,"ⓒ 홈페이지 갈무리 이와 함께 LG화학은 ESG 해외 인재 확보에도 활발한 행보를 보이고 있다. 신학철 LG화학 부회장이 독일에서 환경·사회·지배구조... 이날 행사에는 영국 옥스퍼드 대학, 스위스 취리히 연방공과대학, 독일 훔볼트대학 등 주요 20여개 대학에서 ESG 관련 분야의 기술을 보유한...",fail,Not in Blacklist,2023-12-27
4,"최태원·정의선·조현준, 베트남서 노다지 캘 신사업 채굴한다",http://www.insightkorea.co.kr/news/articleView.html?idxno=121834,인사이트코리아,2023.11.01.,LG화학 CCUS 신사업 해외,"최근 조 회장은 2019년 이후 4년 만에 해외 의료봉사단 '미소원정대'를 파견하면서 ""베트남은 효성의 글로벌 최대 생산법인이 있는 곳으로 효성 역시... LG는 1995년 LG전자가 베트남에 첫 진출한 이후 현재 베트남 내 LG디스플레이‧이노텍‧ 생산법인 7곳을 포함해 총 12곳의 법인을 운영 중이다. 지난해...",success,Not in Blacklist,2023-12-27
5,[Who Is ?] 김교현 롯데케미칼 대표이사 부회장 겸 화학군 총괄대표,https://www.businesspost.co.kr/BP?command=article_view&num=275182,비즈니스포스트,2022.03.22.,LG화학 CCUS 신사업 해외,"△현대오일뱅크와 신사업을 위한 합작투자 결정 롯데케미칼은 2019년 5월 현대오일뱅크와 HPC(정유부산물 기반 석유화학공장) 투자 합작 체결식을... 롯데케미칼은 6월 LG화학, 금호석유화학, 한화케미칼, GS칼텍스 등 여수산업단지 내 다른 기업들과 함께 산업 단기환경 개선을 위해 2023년까지 3250억 원을...",fail,Blacklist,2023-12-27
6,"[화학사 이모저모] 롯데케미칼, SK이노베이션, LG화학 등 소식",http://www.slist.kr/news/articleView.html?idxno=288230,싱글리스트,2021.09.24.,LG화학 CCUS 신사업 해외,"■ LG화학, 신사업 키울 글로벌 인재 찾아 나서 신학철 LG화학 부회장이 ESG 기반의 신성장 동력을 함께 육성해 나갈 글로벌 인재를 확보하기 위해 직접... 주요 경영진이 직접 현지 우수 인재들과 소통하며 현장 인터뷰까지 실시하는 대표적 글로벌 인재 확보 활동으로 CEO의 출장과 연계해 진행된다.",fail,Not in Blacklist,2023-12-27
7,"[기업對기업] LG·SK·롯데 '화학 삼총사', 승자는",https://www.paxnetnews.com/articles/76428,딜사이트,2021.07.21.,LG화학 CCUS 신사업 해외,"있는 LG화학은 미래 사업을 전지와 시너지를 낼 수 있는 분야로 정했다. 2차전지 소재인 양극재, 분리막, 탄소나노튜브(CNT) 등을 신사업으로 집중... 활용한 화학사업)'이다. 폐플라스틱을 다시 석유로 만드는 '리사이클' 사업을 핵심 사업으로 육성하겠다는 방침이다. 국내에 선제적으로 적용한 뒤 ...",fail,Not in Blacklist,2023-12-27
8,"""친환경이 성장 동력""... ESG 강화하는 화학 3사",http://www.greenpostkorea.co.kr/news/articleView.html?idxno=130355,그린포스트코리아,2021.09.24.,LG화학 CCUS 신사업 해외,"최근 ESG 위원회를 설치한 롯데케미칼은 제1회 ESG 위원회를 통해 화학사 최초로 ESG 펀드를 조성한다고 밝혔으며, LG화학과 SK이노베이션은 해외에서 ESG, 친환경 분야 인재 영입에 나서고 있다. 이들은 ESG 경영 강화와 ESG 인재 영입을 통해 기업이 추진하고 있는 환경 분야 핵심 기술 확보 및 성장...",fail,Not in Blacklist,2023-12-27
9,`탄소중립 성장` 선언한 정유·화학업계…녹색경영 앞장,http://www.kukinews.com/newsView/kuk202009240330,쿠키뉴스,2020.09.25.,LG화학 CCUS 신사업 해외,"이 밖에도 탄소 배출량 감축을 위해 공정과 설비 에너지 효율화, 탄소 포집 저장 활용(CCUS,Carbon Capture Utilization Storage) 기술 개발 및 도입 등도 적극 추진한다는 계획이다. 이와 관련 신학철 부회장은 “지속가능성(Sustainability) 전략이 모두 달성되는 2050년은 이 창립 100년을 넘어 다음 세기로...",fail,Not in Blacklist,2023-12-27
10,"배터리 필수재 분리막, 탄소포집·해수 담수화도 되네",https://biz.chosun.com/industry/company/2023/11/26/UQR4FNWZPBDVNGF65GKUKZ3FKE/?utm_source=naver&utm_medium=original&utm_campaign=biz,조선비즈언론사 선정,2023.11.26.,LG화학 CCUS 신사업 해외,동시에 신사업을 육성해 중장기 먹거리까지 확보한다는 계획이다. 26일 업계에 따르면 SKIET는 CCUS(탄소 포집·저장)용 분리막 개발에 박차를 가하고... 등 해외 시장 진출도 고려하고 있다. LG화학은 분리막 기술을 응용해 RO멤브레인(역삼투막) 사업을 영위하고 있다. 역삼투막은 물을 정화하는 데 사용되는...,fail,Not in Blacklist,2023-12-27
11,"'고유가에 실적 급등' 정유업계, 마냥 좋아할 수 없는 까닭",http://www.newswatch.kr/news/articleView.html?idxno=65016,뉴스워치,2023.09.25.,LG화학 CCUS 신사업 해외,"작년 7월에는 LG화학과 화이트 바이오 생태계 구축을 위한 업무협약을 맺고 친환경 바이오 원료 상업화를 위한 실증플랜트를 착공했다. 이를 통해 바이오 사업 전반에 대한 밸류체인(Value Chain·가치사슬) 구축에 속도를 내고 있다. S-OIL은 지난 2021년 삼성물산과 수소, 바이오 등 에너지 ...",fail,Blacklist,2023-12-27
12,[Who Is ?] 허세홍 GS칼텍스 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=324670,비즈니스포스트,2023.08.18.,LG화학 CCUS 신사업 해외,"정유사업을 넘어 석유화학, 수소, 주유소 신사업으로 사업을 다각화하는 데 힘을 쏟고 있다. 1969년 11월21일 서울에서 '미스터 오일'로 불리는 허동수... GS칼텍스는 2022년 7월부터 LG화학 협력해 GS칼텍스 여수공장에 3HP(3-하이드록시프로피오닉산) 실증 플랜트를 완공해 시제품을 생산하고 있다. 3HP는...",fail,Blacklist,2023-12-27
13,8월 1주 국내 ESG 이슈 핫클립,http://www.impacton.net/news/articleView.html?idxno=6986,임팩트온,2023.08.03.,LG화학 CCUS 신사업 해외,"SK그룹이나 포스코그룹이 배터리 밸류체인을 크게 확대하는 것처럼, 현대글로비스도 현재 물류·상사 사업의 노하우를 기반으로 배터리 신사업에... LG화학, 762개 협력사 ESG 평가 수행…""탈탄소 공급망 구축"" LG화학이 지속가능한 공급망 관리 노력을 담은 17번째 지속가능경영보고서를 발간했다고...",fail,Blacklist,2023-12-27
14,7월 2주 국내 ESG 이슈 핫클립,http://www.impacton.net/news/articleView.html?idxno=6847,임팩트온,2023.07.13.,LG화학 CCUS 신사업 해외,"대표적인 신사업은 수소 사업으로, 수소 충전소 구축, 액화수소 생산 및 공급, CCUS(탄소 포집·저장·활용), 연료전지 발전 등을 아우른다. 이와 함께 전기차 충전(EV) 사업, 폐플라스틱 리사이클링, 석유나 천연가스 등 화석연료를 대체할 수 있는 바이오 연료 사업 등도 제시했다. '한화토탈··SK지오...",fail,Blacklist,2023-12-27
15,"석화업계 '탈석유' 계획, ESG보고서에 다 나온다",https://www.asiatime.co.kr/article/20230704500260,아시아타임즈,2023.07.04.,LG화학 CCUS 신사업 해외,"대표적인 신사업은 수소 사업이 있다. 수소 충전소 구축, 액화수소 생산 및 공급, CCUS(탄소 포집·저장·활용), 연료전지 발전 등을 아우른다. 이와 함께 전기차 충전(EV) 사업, 폐플라스틱 리사이클링, 석유나 천연가스 등 화석연료를 대체할 수 있는 바이오 연료 사업 등도 제시했다. 도 친환경...",fail,Not in Blacklist,2023-12-27
16,7월 1주 국내 ESG 이슈 핫클립,http://www.impacton.net/news/articleView.html?idxno=6813,임팩트온,2023.07.06.,LG화학 CCUS 신사업 해외,"LG화학, '하이니켈 단입자 양극재' 국내 첫 양산…""배터리 수명 30% ↑"" LG화학이 국내 최초로 하이니켈 단입자(단결정) 양극재 양산에 돌입했다. 단입자... 이번 프로그램에서는 건설 현장에 적용 가능한 신기술과 디지털 트랜스포메이션 기술, 친환경 탈탄소 사업, 모델 제안 등 4가지 분야로 나눠...",fail,Blacklist,2023-12-27
17,[Who Is ?] 홍현성 현대엔지니어링 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=312141,비즈니스포스트,2023.04.13.,LG화학 CCUS 신사업 해외,"△플랜트사업 조기 착공·준공으로 공사 속도 높여 현대엔지니어링은 2023년 3월30일 충남 당진에 위치한 석문국가산업단지에 LG화학 당진공장을... <현대엔지니어링> ""기존에 추진하던 해외사업 외에도 신사업에 중점을 두겠다."" (2022/08/10, 대한상공회의소에서 열린 건설 수주 활성화 간담회를 마친 뒤...",fail,Blacklist,2023-12-27
18,[Who Is ?] 임병용 GS건설 대표이사 부회장,https://www.businesspost.co.kr/BP?command=article_view&num=304310,비즈니스포스트,2023.01.26.,LG화학 CCUS 신사업 해외,"△수소와 탄소포집 등 친환경 분야 신사업 육성 나서 임병용은 국내외 기술기업, 기관과 협업해 수소, 탄소포집 등 친환경 신사업 부문 기술 개발에... 탄소포집 분야에서는 글로벌 화학기업 바스프와 손잡고 해외 탄소포집과 활용, 저장() 시장 진출을 모색하고 있다. 2022년 9월 국내 기체 분리막...",success,Blacklist,2023-12-27
19,"""석유 산업, 에너지 안보 환경·탄소 중립 확대 속 중요성 커져""",http://www.mediapen.com/news/view/780173,미디어펜,2022.12.22.,LG화학 CCUS 신사업 해외,"2050 탄소 중립 기술 개발 로드맵./자료=박기태 건국대학교 화학공학부 교수 제공 낮은 기술 완성도·가격 경쟁력 부족·높은 정책 의존도를 보이는 CCUS 기술 분야는 이제 막 초기 시장이 형성되려는 움직임을 보이고 있고, 시장 전망 편차는 크다고 할 수 있다. 주요국은 세제 혜택·법률 개정 등 다양한...",fail,Not in Blacklist,2023-12-27
20,2022년을 뜨겁게 달군 철강·비철금속 업계 10대 뉴스,http://www.snmnews.com/news/articleView.html?idxno=510362,철강금속신문,2022.12.28.,LG화학 CCUS 신사업 해외,본업을 넘어서 새로운 먹거리 개발 소식도 빈번히 전해졌고 해외 각국에서의 통상 이슈는 여전했다. 연말을 앞두고는 철근 제강사 담합 수사로 불공정... 지난 11월에는 LG화학 · 한화 · 트라피구라 등 국내외 굴지의 기업들과 함께 '그린수소 · 배터리 동맹' 사업제휴와 트로이카 드라이브 3대 전반에...,fail,Not in Blacklist,2023-12-27
21,석화·정유업계 'C테크'…30조 시장 정조준,http://news.mk.co.kr/newsRead.php?no=314882&year=2022,매일경제,2022.04.07.,LG화학 CCUS 신사업 해외,"최근 탄소 저장 전문 기업으로의 도약을 예고한 SK어스온 또한 동·서해에서 지중 저장소 발굴에 착수하고 호주·말레이시아·중국 등에서 해외 프로젝트에 참여하기로 했다. 금호석유화학은 CCUS 사업에 투자하고, 수요처 확보를 전제로 에너지발전사업에 를 도입하는 방안을 검토하고 있다. 은...",fail,Not in Blacklist,2023-12-27
22,[SR기획-2021 산업 10대 뉴스] 수소전기차 전환 맞은 현대차…기술수출 '잭팟' 터트린 제약·바이오,http://www.srtimes.kr/news/articleView.html?idxno=105048,SR타임스,2021.12.30.,LG화학 CCUS 신사업 해외,"전기차는 이제 현대차그룹의 기본이 됐고 수소, 자율주행, 도심항공교통, 로봇이란 4대 신사업을 올해부터 전면에 내세웠다. 이런 노력들이 '유럽 2022년... 이 중 계약 규모를 공개하지 않은 LG화학(자가면역질환 치료 후보물질 'LC510255') HK이노엔('케이캡' 위식도 역류질환 치료주사) 동아에스티 (DA-7310...",fail,Blacklist,2023-12-27
23,"'착한 경영' ESG 표방 롯데케미칼, 오염물질 배출과 구시대적 인사평가 '엇박자'",http://www.bizhankook.com/article/22724,비즈한국,2021.10.22.,LG화학 CCUS 신사업 해외,"롯데케미칼은 글로벌 수소 펀드에 1400억 원을 투자하는 등 탄소중립 성장을 앞세우면서도 초대형 석유화학단지를 조성하는 해외 사업에 1조 4000억... LG화학은 배터리·첨단소재, 한화솔루션은 태양광 등 경쟁사들이 신사업 발굴을 통해 사업 다변화에 나선 가운데 롯데케미칼은 수소를 기반으로 친환경...",fail,Blacklist,2023-12-27
24,"""목표 과도"" ""국가간 협력 절실""···산업계가 본 탄소중립 시나리오",http://news.mt.co.kr/mtview.php?no=2021080517240927760,머니투데이,2021.08.06.,LG화학 CCUS 신사업 해외,"예를 들어 국내 최대 화학사인 LG화학은 2050년 탄소 배출량을 2019년과 같은 수준인 1000만톤으로 억제한다고 밝혔었다. 감축 노력 없이 예상되는... 정부가 탈탄소 방법론으로 제시한 CCUS와 관련해서도 한 업계 관계자는 ""탄소를 저장할 충분한 장소가 반드시 필요하다""며 ""통상 자원부국의 폐유전이나...",fail,Not in Blacklist,2023-12-27
25,"""기업 성장 감안했나"" ""현실성 부족""···탄소중립 시나리오에 쏟아진 우려",http://news.mt.co.kr/mtview.php?no=2021080515044725351,머니투데이,2021.08.05.,LG화학 CCUS 신사업 해외,"예를 들어 국내 최대 화학사인 LG화학은 2050년 탄소 배출량을 2019년과 같은 수준인 1000만톤으로 억제한다고 밝혔었다. 감축 노력 없이 예상되는... 정부가 탈탄소 방법론으로 제시한 CCUS와 관련해서도 한 업계 관계자는 ""탄소를 저장할 충분한 장소가 반드시 필요하다""며 ""통상 자원부국의 폐유전이나...",fail,Not in Blacklist,2023-12-27
26,2021 위기와 기회의 기로에서…에너지 업계 비전은?,https://www.econovill.com/news/articleView.html?idxno=513380,이코노믹리뷰,2021.01.05.,LG화학 CCUS 신사업 해외,"화학 업계, 미래를 맞출 者누구인가…신사업 '옥석 가리기' 화학 업계는 신성장 동력발굴에 사활을 건다. 신학철 LG화학 부회장은 ""2021년은 (LG화학에... 또 LG화학은 바이오 원료 기반의 생분해 소재와 탄소 저장·포집·활용() 기술 등을 토대로 지속 가능 솔루션 사업 모델을 구체화, 사업성을 확보할...",fail,Not in Blacklist,2023-12-27
0,"[클릭 e종목]""레고켐바이오, 얀센향 2.2兆 기술이전 긍정적""",https://view.asiae.co.kr/article/2023122708510217724,아시아경제,50분 전,SK E&S CCUS 신사업 해외,SK증권은 27일 레고켐바이오에 대해 얀센의 2조2000억원 규모의 기술이전 계약 체결로 파이프라인 가치 재평가가 기대된다며 목표가를 7만4000원으로 상향 조정했다. 투자의견은 '매수'를 유지했다. 레고켐바이오는 전일 얀센 바이오텍과 Trop2 ADC ‘LCB84’의 개발 및 상용화에 대한 기술이전 계약을...,fail,Blacklist,2023-12-27
1,싱가포르 ‘도시광산’ 품고… 폐배터리서 600兆 금맥 캐낸다 [환경기업 변신한 SK에코플랜트],http://www.fnnews.com/news/202312261808596121,파이낸셜뉴스언론사 선정,15시간 전,SK E&S CCUS 신사업 해외,'(IT기기들의) 심장재생센터.' 싱가포르에 본사를 둔 E-Waste 리사이클링 전문업체 테스(TES)에 딱 어울릴 법한 단어다. 휴대폰을 비롯한 IT기기들의 '심장(배터리)'을 되살리는 일을 하기 때문이다. SK에코플랜트는 2021년 건설업체(건설)에서 환경기업으로 전환한 데 이어 지난해 4월 테스를 1조2000억원에...,fail,Not in Blacklist,2023-12-27
2,"'칸' 김동하, e스포츠 명예의 전당 '아너스' 영구 헌액",https://www.yna.co.kr/view/AKR20231219134100017?input=1195m,연합뉴스언론사 선정,7일 전,SK E&S CCUS 신사업 해외,"올해의 e스포츠 팀에는 LoL 월드 챔피언십 우승을 차지한 T1이 꼽혔다. 공로상은 2007년부터 e스포츠 분야에서 활동하며 e스포츠공정위 위원, 항저우 아시안게임 e스포츠 경기력 향상위원회 부위원장 등을 역임한 SK텔레콤 오경식 부사장이 수상했다.",fail,Not in Blacklist,2023-12-27
3,"[포토] SK텔레콤-SK스퀘어, T1 롤드컵 우승 축하",https://www.hankyung.com/article/202312183833i,한국경제,1주 전,SK E&S CCUS 신사업 해외,"SK텔레콤과 SK스퀘어는 T1의 2023 리그 오브 레전드(LoL) 월드 챔피언십 우승 축하 행사를 18일 서울 을지로 SK텔레콤 본사에서 열었다. T1은 SK스퀘어 포트폴리오사이자 e스포츠 구단이다. 최우제(왼쪽 첫번째부터), 송재승 스퀘어 CIO, 문현준, 김정균 리그오브레전드 국가대표 감독, 하형일 스퀘어 CIO...",fail,Not in Blacklist,2023-12-27
4,"SK E&S, 소부장 기업들과 액화수소 충전소 국산화 나서",https://news.mtn.co.kr/news-detail/2023121810341114921,MTN,1주 전,SK E&S CCUS 신사업 해외,"왼쪽부터 강경성 산업통상자원부 제2차관, 추형욱 SK E&S 대표이사 사장, 이만섭 효성중공업 기전PU 사장, 한덕수 국무총리, 김대성 크리오스 대표이사, 임근영 디앨 대표이사, 권환주 광신기계공업 대표이사./사진=SK E&SSK E&S가 국내 소부장(소재·부품·장비) 기업들과 손잡고 액화수소 충전소 국산화를 통한 국내...",fail,Not in Blacklist,2023-12-27
