index,title,url,press,date,keyword,content,filtered,isBlacklist,Scraped_date
0,"해외건설 수주 4년째 300억 달러 돌파, 목표 '350억 달러'는 끝까지 가봐야",https://www.businesspost.co.kr/BP?command=article_view&num=336327,비즈니스포스트,1주 전,DL이앤씨 암모니아 투자계획 해외,"6%, DL이앤씨 29% 등이다. 올해 국내 부동산시장이 얼어붙자 대형건설사들은 사업포트폴리오 다각화의 일환으로 적극적으로 해외수주에 나섰는데 그런 노력이 결실로 나타나고 있는 것으로 보인다. 대우건설이 투르크메니스탄에서 키얀리 요소· 비료플랜트와 투르크메나밧 인산 비료플랜트 등...",success,Not in Blacklist,2023-12-26
1,DL·SPC 회장님의 불출석사유서 따져봤습니다 [취재후],https://news.kbs.co.kr/news/pc/view/view.do?ncd=7816900&ref=A,KBS언론사 선정,2023.11.14.,DL이앤씨 암모니아 투자계획 해외,이미 적지 않은 돈을 투자한 만큼 '전략적 파트너 관계'가 형성된 기업이라고 볼 수 있습니다. 미국 KBR사 역시 DL이앤씨가 지난해 호주에서 암모니아... 8월부터 계획됐던 해외 순방이라고는 하나 해외사업 개발을 위한 미팅 몇 개가 불출석 사유입니다. 명백히 국감 불출석을 위한 '도피성' 출장이라고...,fail,Not in Blacklist,2023-12-26
2,"포스코·DL이앤씨·SK에코, 43억弗 시장 ‘그린수소’에 주목",http://www.fntimes.com/html/view.php?ud=202310090941579453dd55077bc2_18,한국금융신문,2023.10.10.,DL이앤씨 암모니아 투자계획 해외,"포스코이앤씨는 그린에너지를 중심으로 2030년까지 121조원을 투자할 계획이다. 기존 플랜트·인프라·건축의 틀을 뛰어넘어 융·복합 시너지 구현이... SK에코플랜트는 풍력발전으로 생산한 전기를 물로 분해해 연간 6만톤의 그린수소를 생산하고, 이를 다시 36톤의 그린 로 전환해 유럽 등에...",fail,Not in Blacklist,2023-12-26
3,"SMR 스텝 밟는 DL이앤씨, 글로벌 시장 공략 자신감",http://www.goodkyung.com/news/articleView.html?idxno=199046,굿모닝경제,2023.01.31.,DL이앤씨 암모니아 투자계획 해외,"미국은 차세대 원자로 기술과 SMR 개발을 국가전략산업으로 선정, 7년간 32억달러(3조9000억원)를 투자할 계획이다. DL이앤씨는 단순히 원전 시공에만 머무르지 않고 설계부터 기자재 조달 시공 등 SMR 제작 전반에 관여할 이다. 특히 SMR을 수소- 산업과 연계해 수소 밸류체인 구축을 통한...",fail,Not in Blacklist,2023-12-26
4,[Who Is ?] 이해욱 DL그룹 회장,https://www.businesspost.co.kr/BP?command=article_view&num=309879,비즈니스포스트,2023.03.23.,DL이앤씨 암모니아 투자계획 해외,"수소, 암모니아 등 신사업을 주도하고 있는 카본코를 통해 플랜트 수주를 확대한다는 방침을 세웠다. DL이앤씨는 호주 시장을 시작으로 해외사업을... DL그룹은 2020년에 카리플렉스 인수를 포함해 미국 석유화학단지 투자, 여수 석유화학단지 증설 등 석유화학 사업에 모두 1조 원을 한다는 을...",fail,Blacklist,2023-12-26
5,"국내기업들, 중동시장 공략 박차",http://www.wsobi.com/news/articleView.html?idxno=218425,여성소비자신문,2023.10.23.,DL이앤씨 암모니아 투자계획 해외,또한 부가가치를 창출하기 위해 SMR을 활용하는 청정 수소ㆍ암모니아 생산 모델에 대한 연구에도 힘을 모으기로 했다. DL이앤씨는 차세대 친환경 전력원으로 주목받고 있는 SMR을 미래 성장 동력으로 육성 중이다. 미국의 4세대 SMR 개발 선두 기업인 엑스에너지(X-Energy)에 전략적 자로 참여하고 있다....,fail,Not in Blacklist,2023-12-26
6,"건설사, 친환경사업 그린수소에 '그린라이트'",http://www.goodkyung.com/news/articleView.html?idxno=217565,굿모닝경제,2023.09.20.,DL이앤씨 암모니아 투자계획 해외,"및 암모니아 수소 추출 설비에 대해 자체기술, 외부 라이센스, 전문인력을 확대하고 있다. 앞으로 포스코이앤씨는 수소플랜트 건설 수행 실적을 기반으로 호주, 동남아, 중동 등 해외시장에서 프로젝트를 자체 수행을 위한 역량 강화에 집중한다는 이다. 말레이시아 에너지기업 페트로스와 '이산화탄소...",success,Not in Blacklist,2023-12-26
7,6월 2주 국내 ESG 이슈 핫클립,http://www.impacton.net/news/articleView.html?idxno=6683,임팩트온,2023.06.16.,DL이앤씨 암모니아 투자계획 해외,"현대건설과 DL이앤씨의 경우 각각 12건을 이행했으며 GS건설과 대우건설은 각각 11건을 이행하여 그 뒤를 이었다. 현대차, 태국 전기차 공장 설립 추진... 현대차는 현재 현지 정부와 협상 테이블에 앉아 공장 설립 포함 다양한 지원 프로젝트 등을 검토하고 있다. 장기 프로젝트로 이뤄지는 만큼...",fail,Blacklist,2023-12-26
8,건설업계 '친환경 패러다임' 차세대 먹거리로 부상,http://www.newsprime.co.kr/news/article.html?no=562480,프라임경제,2022.03.04.,DL이앤씨 암모니아 투자계획 해외,적극적인 투자와 연구개발로 지속 가능한 신성장동력 마련에 박차를 가하고 있다. 특히 에너지 전환 분야에서 △폐플라스틱 자원화 △CO2 자원화 △암모니아 수소화 △초소형원자로(MMR) △자체 전력 생산사업을 추진한다. 친환경 분야의 경우 △폐기물 소각 및 매립 사업을 각각 하는 등 입지 구축에...,success,Not in Blacklist,2023-12-26
9,"건설업계 미래 먹거리는 친환경, 무한 기술경쟁 돌입",http://www.naeil.com/news_view/?id_art=389482,내일신문,2021.06.16.,DL이앤씨 암모니아 투자계획 해외,"건설업계는 친환경 사업을 이끌 인재를 영입하는 한편 장기 투자 계획을 수립하고 있다. 한 대형건설사 임원은 ""해외 수주가 열리지 않은데다 국내... DL이앤씨는 천연가스를 통해 암모니아를 생산하는 세계 최대 규모의 사우디아라비아 마덴 플랜트 건설프로젝트를 수행 중이다. 그린수소는...",success,Not in Blacklist,2023-12-26
10,[Who Is ?] 임병용 GS건설 대표이사 부회장,https://www.businesspost.co.kr/BP?command=article_view&num=304310,비즈니스포스트,2023.01.26.,DL이앤씨 암모니아 투자계획 해외,"GS건설은 ESG 시대를 맞아 다양한 방법을 통해 건설산업에 친환경 공법의 적용도 확대해 나간다는 계획을 세웠다. 미래사업 전략에서도 ESG 경영을 중요한 요소로 고려하고 있다. GS이니마를 통한 수처리 사업을 비롯해 모듈러 사업, 2차전지 배터리 재활용 사업, 태양광 지분형 사업...",success,Blacklist,2023-12-26
11,'구주매출 부담이…' 현대엔지니어링 IPO 우려와 기대 사이,https://ilyo.co.kr/?ac=article_view&entry_id=421721,일요신문,2022.01.26.,DL이앤씨 암모니아 투자계획 해외,신사업에 투자할 계획이다. 현재 에너지 전환과 친환경 분야에서 6가지 사업을 추진 중이다. △폐플라스틱 자원화 △암모니아 수소화... 지난 1월 20일 DL이앤씨도 서울 성동구 ‘아크로서울포레스트’ 업무동인 디타워에서 이상 진동이 접수된 후 다음날 주가는 7.69% 내린 11만 4000원에 장을 마쳤다. 1월...,fail,Blacklist,2023-12-26
12,"건설업계, 사업 다변화가 진행되는 중- NH투자증권",https://www.etoday.co.kr/news/view/2009695,이투데이,2021.03.30.,DL이앤씨 암모니아 투자계획 해외,"확대할 계획이고 재생에너지 사업은 주로 국내 해상풍력 공사로 현대건설, 코오롱글로벌, 한화건설, SK건설이 영위하고 있다. 여기에 연료전지 공사 및 지분투자는 SK건설(블룸에너지와의 협업)이 있으며 수소 관련 사업(액화플랜트와 생산 시설 중심)으로 삼성엔지니어링, , 현대건설 등이...",success,Not in Blacklist,2023-12-26
13,[Who Is ?] 임병용 GS건설 대표이사 부회장,https://www.businesspost.co.kr/BP?command=article_view&num=304310,비즈니스포스트,2023.01.26.,DL이앤씨 암모니아 투자계획 해외,"GS건설은 ESG 시대를 맞아 다양한 방법을 통해 건설산업에 친환경 공법의 적용도 확대해 나간다는 계획을 세웠다. 미래사업 전략에서도 ESG 경영을 중요한 요소로 고려하고 있다. GS이니마를 통한 수처리 사업을 비롯해 모듈러 사업, 2차전지 배터리 재활용 사업, 태양광 지분형 사업...",success,Blacklist,2023-12-26
14,'구주매출 부담이…' 현대엔지니어링 IPO 우려와 기대 사이,https://ilyo.co.kr/?ac=article_view&entry_id=421721,일요신문,2022.01.26.,DL이앤씨 암모니아 투자계획 해외,신사업에 투자할 계획이다. 현재 에너지 전환과 친환경 분야에서 6가지 사업을 추진 중이다. △폐플라스틱 자원화 △암모니아 수소화... 지난 1월 20일 DL이앤씨도 서울 성동구 ‘아크로서울포레스트’ 업무동인 디타워에서 이상 진동이 접수된 후 다음날 주가는 7.69% 내린 11만 4000원에 장을 마쳤다. 1월...,fail,Blacklist,2023-12-26
15,"건설업계, 사업 다변화가 진행되는 중- NH투자증권",https://www.etoday.co.kr/news/view/2009695,이투데이,2021.03.30.,DL이앤씨 암모니아 투자계획 해외,"확대할 계획이고 재생에너지 사업은 주로 국내 해상풍력 공사로 현대건설, 코오롱글로벌, 한화건설, SK건설이 영위하고 있다. 여기에 연료전지 공사 및 지분투자는 SK건설(블룸에너지와의 협업)이 있으며 수소 관련 사업(액화플랜트와 생산 시설 중심)으로 삼성엔지니어링, , 현대건설 등이...",success,Not in Blacklist,2023-12-26
16,[Who Is ?] 임병용 GS건설 대표이사 부회장,https://www.businesspost.co.kr/BP?command=article_view&num=304310,비즈니스포스트,2023.01.26.,DL이앤씨 암모니아 투자계획 해외,"GS건설은 ESG 시대를 맞아 다양한 방법을 통해 건설산업에 친환경 공법의 적용도 확대해 나간다는 계획을 세웠다. 미래사업 전략에서도 ESG 경영을 중요한 요소로 고려하고 있다. GS이니마를 통한 수처리 사업을 비롯해 모듈러 사업, 2차전지 배터리 재활용 사업, 태양광 지분형 사업...",success,Blacklist,2023-12-26
17,'구주매출 부담이…' 현대엔지니어링 IPO 우려와 기대 사이,https://ilyo.co.kr/?ac=article_view&entry_id=421721,일요신문,2022.01.26.,DL이앤씨 암모니아 투자계획 해외,신사업에 투자할 계획이다. 현재 에너지 전환과 친환경 분야에서 6가지 사업을 추진 중이다. △폐플라스틱 자원화 △암모니아 수소화... 지난 1월 20일 DL이앤씨도 서울 성동구 ‘아크로서울포레스트’ 업무동인 디타워에서 이상 진동이 접수된 후 다음날 주가는 7.69% 내린 11만 4000원에 장을 마쳤다. 1월...,fail,Blacklist,2023-12-26
18,"건설업계, 사업 다변화가 진행되는 중- NH투자증권",https://www.etoday.co.kr/news/view/2009695,이투데이,2021.03.30.,DL이앤씨 암모니아 투자계획 해외,"확대할 계획이고 재생에너지 사업은 주로 국내 해상풍력 공사로 현대건설, 코오롱글로벌, 한화건설, SK건설이 영위하고 있다. 여기에 연료전지 공사 및 지분투자는 SK건설(블룸에너지와의 협업)이 있으며 수소 관련 사업(액화플랜트와 생산 시설 중심)으로 삼성엔지니어링, , 현대건설 등이...",success,Not in Blacklist,2023-12-26
19,[Who Is ?] 임병용 GS건설 대표이사 부회장,https://www.businesspost.co.kr/BP?command=article_view&num=304310,비즈니스포스트,2023.01.26.,DL이앤씨 암모니아 투자계획 해외,"GS건설은 ESG 시대를 맞아 다양한 방법을 통해 건설산업에 친환경 공법의 적용도 확대해 나간다는 계획을 세웠다. 미래사업 전략에서도 ESG 경영을 중요한 요소로 고려하고 있다. GS이니마를 통한 수처리 사업을 비롯해 모듈러 사업, 2차전지 배터리 재활용 사업, 태양광 지분형 사업...",success,Blacklist,2023-12-26
20,'구주매출 부담이…' 현대엔지니어링 IPO 우려와 기대 사이,https://ilyo.co.kr/?ac=article_view&entry_id=421721,일요신문,2022.01.26.,DL이앤씨 암모니아 투자계획 해외,신사업에 투자할 계획이다. 현재 에너지 전환과 친환경 분야에서 6가지 사업을 추진 중이다. △폐플라스틱 자원화 △암모니아 수소화... 지난 1월 20일 DL이앤씨도 서울 성동구 ‘아크로서울포레스트’ 업무동인 디타워에서 이상 진동이 접수된 후 다음날 주가는 7.69% 내린 11만 4000원에 장을 마쳤다. 1월...,fail,Blacklist,2023-12-26
21,"건설업계, 사업 다변화가 진행되는 중- NH투자증권",https://www.etoday.co.kr/news/view/2009695,이투데이,2021.03.30.,DL이앤씨 암모니아 투자계획 해외,"확대할 계획이고 재생에너지 사업은 주로 국내 해상풍력 공사로 현대건설, 코오롱글로벌, 한화건설, SK건설이 영위하고 있다. 여기에 연료전지 공사 및 지분투자는 SK건설(블룸에너지와의 협업)이 있으며 수소 관련 사업(액화플랜트와 생산 시설 중심)으로 삼성엔지니어링, , 현대건설 등이...",success,Not in Blacklist,2023-12-26
0,"해외건설 수주 4년째 300억 달러 돌파, 목표 '350억 달러'는 끝까지 가봐야",https://www.businesspost.co.kr/BP?command=article_view&num=336327,비즈니스포스트,1주 전,GS건설 암모니아 투자계획 해외,적극적으로 해외수주에 나섰는데 그런 노력이 결실로 나타나고 있는 것으로 보인다. 대우건설이 투르크메니스탄에서 키얀리 요소·암모니아... 대형건설사들은 내년 국내 부동산시장이 녹록지 않을 것이란 전망에 무게가 실리는 상황에서 발주처가 를 늘린다는 을 세워둔 만큼 2024년에도...,success,Not in Blacklist,2023-12-26
1,[Who Is ?] 허태수 GS그룹 회장 겸 GS 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=321752,비즈니스포스트,2023.07.20.,GS건설 암모니아 투자계획 해외,"투자계획을 내놨다. 우선 GS칼텍스의 석유화학 소재사업, GS에너지의 친환경 에너지 신기술 및 해외 자원개발, GSEPS와 GSE&R의 신재생 발전 등 에너지 부문에 14조 원을 투자한다. 또한 GS리테일의 매장 확대 및 디지털화, 신사업 성장 가속화 등을 위해 유통 및 서비스 부문에 3조 원을 투입한다. 및...",fail,Blacklist,2023-12-26
2,"효성, 탄소중립 활용해 수소 밸류체인 확보…GS건설은 사업다각화",https://view.asiae.co.kr/article/2023062708212457394,아시아경제언론사 선정,2023.06.27.,GS건설 암모니아 투자계획 해외,"암모니아 운송 및 액화운송 기술 연구한다. <정 교수> 석유정제 사업을 기초로 하고 수소생산에 이를 접목하는 방식인가. <이 상무> 현재의 오일, 가스... GS건설은 태양광, 풍력 등에 많은 투자를 하고 있거나 계획하고 있다. 다양한 산업군에 속해 있는 기업과 직접 거래하거나 REC 구매를 하고 있다....",success,Not in Blacklist,2023-12-26
3,[Who Is ?] 허용수 GS에너지 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=310350,비즈니스포스트,2023.03.28.,GS건설 암모니아 투자계획 해외,특히 GS에너지는 2021년 11월 아랍에미리트 아부다비국영석유회사(ADNOC)가 진행하는 블루 암모니아 개발 사업의 지분 10%를 확보해 참여하고 있다.... 허용수는 GS그룹 차원의 대규모 투자계획에서 일익을 담당하는 만큼 정확한 판단력과 예측력을 통해 에너지를 비롯 그룹의 역량을 끌어올려야 하는...,fail,Blacklist,2023-12-26
4,"지주사 ㈜GS, 그룹 투자 이끌고 배당 늘리고",https://biz.newdaily.co.kr/site/data/html/2023/02/23/2023022300107.html,뉴데일리,2023.02.23.,GS건설 암모니아 투자계획 해외,"GS칼텍스는 수소·바이오연료·플라스틱 리사이클·전기차 충전 분야에서, GS에너지는 블루암모니아 개발유통·배터리 리사이클·SMR(소형모듈원전)... 중기 투자계획을 진행 중이다. 부문별로 ▲친환경 에너지 부문(GS칼텍스·에너지) 14조원 ▲글로벌 신사업 및 스마트 건축 부문(글로벌·) 4조원...",success,Not in Blacklist,2023-12-26
5,[Who Is ?] 임병용 GS건설 대표이사 부회장,https://www.businesspost.co.kr/BP?command=article_view&num=304310,비즈니스포스트,2023.01.26.,GS건설 암모니아 투자계획 해외,"나간다는 계획을 세웠다. 미래사업 전략에서도 ESG 경영을 중요한 요소로 고려하고 있다. GS이니마를 통한 수처리 사업을 비롯해 모듈러 사업, 2차전지 배터리 재활용 사업, 해외 태양광 지분투자형 사업, 스마트양식 클러스터 조성 사업 등 의 미래사업 대부분이 환경친화 사업에 집중돼 있다....",success,Blacklist,2023-12-26
6,‘빈 살만 잡으러 간다’ 아랍서 다시 시동 거는 한국 건설,https://news.kmib.co.kr/article/view.asp?arcid=0018068519&code=61141111&cp=nv,국민일보,2023.03.19.,GS건설 암모니아 투자계획 해외,"그 덕에 투자가 늘면서 현지 건설시장 규모도 커지는 추세다. 해외건설협회는 ‘2023 글로벌 건설시장 진출전략’ 보고서에서 “중동 주요 발주처... 쌍용건설의 참여를 적극 구애하고 있는 상황”이라고 전했다. 중동서 미래 먹거리 발굴 삼성물산 부문은 중동에서 태양광, 그린수소·...",success,Not in Blacklist,2023-12-26
7,[Who Is ?] 허태수 GS그룹 회장,https://www.businesspost.co.kr/BP?command=article_view&num=302774,비즈니스포스트,2023.01.06.,GS건설 암모니아 투자계획 해외,"투자계획을 내놨다. 우선 GS칼텍스의 석유화학 소재사업, GS에너지의 친환경 에너지 신기술 및 해외 자원개발, GS EPS와 GS E&R의 신재생 발전 등 에너지 부문에 14조 원을 투자한다. 또한 GS리테일의 매장 확대 및 디지털화, 신사업 성장 가속화 등을 위해 유통 및 서비스 부문에 3조 원을 투입한다. 및...",fail,Blacklist,2023-12-26
8,"GS, SMR·블루 암모니아·벤처 투자에 올인한다",https://www.ekn.kr/web/view.php?key=20220526010004461,에너지경제,2022.05.26.,GS건설 암모니아 투자계획 해외,"새 정부의 ‘민간주도 성장’ 정책 기조에 발 맞춰 주요 대기업이 적게는 수조원에서 많게는 수백조원까지 중장기 투자계획을 발표하고 있는 가운데 GS도 이 대열에 합류했. 부문별 투자액을 보면 △GS칼텍스 석유화학 소재사업 확대 및 에너지 친환경 에너지 신기술· 자원개발 , EPS 및 E...",success,Not in Blacklist,2023-12-26
9,[Who Is ?] 허태수 GS그룹 회장 겸 GS 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=287812,비즈니스포스트,2022.07.25.,GS건설 암모니아 투자계획 해외,"투자계획을 내놨다. 우선 GS칼텍스의 석유화학 소재사업, GS에너지의 친환경 에너지 신기술 및 해외 자원개발, GS EPS와 GS E&R의 신재생 발전 등 에너지 부문에 14조 원을 투자한다. 또한 GS리테일의 매장 확대 및 디지털화, 신사업 성장 가속화 등을 위해 유통 및 서비스 부문에 3조 원을 투입한다. ...",fail,Blacklist,2023-12-26
10,"허태수 상반기 최고 도우미는 허세홍…GS칼텍스, 그룹 내 최고 수익성 기록",http://www.fntimes.com/html/view.php?ud=20220812091227662699ebb03838_18,한국금융신문,2022.08.12.,GS건설 암모니아 투자계획 해외,"및 GS글로벌의 신성장 사업 및 사회간접자본 투자 등 건설·인프라 부문에 4조 원 등이다. 투자 계획 중 가장 큰 비중을 차지하는 에너지 부문은 SMR(소형모듈원전)과 수소(블루암모니아), 신재생 친환경 발전 등 탈탄소시대의 미래 에너지를 확보하기 위한 가 대부분이다. 특히 SMR은 여러 기업과...",fail,Not in Blacklist,2023-12-26
11,GS·현대重그룹도 각각 21조원 투자...'친환경·디지털' 중심 일자리 3만2000개 만든다,https://www.ajunews.com/view/20220526153407605,아주경제,2022.05.26.,GS건설 암모니아 투자계획 해외,"투자할 계획이다. 친환경 연구개발(R&D) 분야에는 총 7조원을 투자한다. 조선사업 분야에서는 친환경 선박기자재, 탄소 포집 기술, 수소·암모니아 추진선 등 수소 운송 가치사슬을 구축하고, 건설기계 분야는 배터리 기반 기계 장비개발, 에너지 사업 분야는 탄소 감축 기술과 친환경 바이오 기술 개발...",success,Blacklist,2023-12-26
12,"“2만2000명 뽑겠다는데…” 文 정부서 못 지킨 GS 고용, 이번에는? [5년약속 팩트체크 ⑥]",https://misaeng.chosun.com/site/data/html_dir/2022/06/20/2022062000599.html?utm_source=naver&utm_medium=referral&utm_campaign=misaeng,조선일보,2022.06.20.,GS건설 암모니아 투자계획 해외,"투자를 확대할 방침이다. GS그룹은 투자 비중이 가장 높은 에너지 부문에 대해 소형모듈원자로(SMR·Small Modular Reactor)와 수소(블루암모니아), 신재생... 10조원이면 GS그룹 총 투자계획의 48%다. GS그룹 측은 “에너지·유통· 분야 신사업을 발굴하고 기존 사업역량과 시너지를 발휘할 수 있는...",fail,Not in Blacklist,2023-12-26
13,건설업계 '친환경 패러다임' 차세대 먹거리로 부상,http://www.newsprime.co.kr/news/article.html?no=562480,프라임경제,2022.03.04.,GS건설 암모니아 투자계획 해외,"친환경 분야의 경우 △폐기물 소각 및 매립 사업을 각각 계획하는 등 입지 구축에 힘을 쏟고 있다. 삼성물산(028260) 건설부문도 친환경 사업을 추진 중이다. 삼성물산에 따르면, 지난달 24일 △포스코(005490) △포스코에너지 △에너지 △한국석유공사 △한국남부발전과 수소· 등 청정에너지...",success,Not in Blacklist,2023-12-26
14,[Who Is ?] 허용수 GS에너지 대표이사 사장,https://www.businesspost.co.kr/BP?command=article_view&num=259055,비즈니스포스트,2021.11.11.,GS건설 암모니아 투자계획 해외,청정수소경제 인프라 재편을 주도하기 위해 2021년 10월 아부다비국영석유회사(ADNOC)와 '친환경 블루 암모니아 도입 실증 프로젝트(Pilot Project)'를... 허용수는 GS에너지의 투자계획뿐만 아니라 GS칼텍스의 투자계획에도 신경을 써야 한다. 에너지는 칼텍스 지분을 50% 보유하고 있으며 허용수 본인도...,fail,Blacklist,2023-12-26
15,"건설업계, 사업 다변화가 진행되는 중- NH투자증권",https://www.etoday.co.kr/news/view/2009695,이투데이,2021.03.30.,GS건설 암모니아 투자계획 해외,"확대할 계획이고 재생에너지 사업은 주로 국내 해상풍력 공사로 현대건설, 코오롱글로벌, 한화건설, SK건설이 영위하고 있다. 여기에 연료전지 공사 및 지분투자는 SK건설(블룸에너지와의 협업)이 있으며 수소 관련 사업(액화플랜트와 생산 시설 중심)으로 삼성엔지니어링, DL이앤씨, 현대 등이...",success,Not in Blacklist,2023-12-26
16,"현대건설 국내외서 펄펄 날고, GS건설은 아파트서 강세",http://www.insightkorea.co.kr//news/articleView.html?idxno=44858,인사이트코리아,2019.07.16.,GS건설 암모니아 투자계획 해외,"그룹사 투자 계획을 고려하면 건설부문의 실적 부진은 일시적일 것""이라고 내다봤다. 대우건설은 지난해부터 이어진 해외수주 실적 부진과 함께... 카타르 암모니아(3억 달러) 등 파이프라인을 보유하고 있어 상반기 대비 좋은 성과가 기대된다""며 ""추가되고 있는 부동산 규제로 불확실성이 커지고...",success,Blacklist,2023-12-26
17,11월 3주 주요 제조업 전망,http://www.laborplus.co.kr/news/articleView.html?idxno=32694,참여와혁신,2023.11.14.,GS건설 암모니아 투자계획 해외,및 암모니아 생산 → 수소 및 암모니아 운반선을 통한 이송' 순임. 부유식 해상 풍력 발전기에서 생산한 전기를 해상 변전 설비를 통해 부유식 수소... 달러)을 투자해 신규 공장을 지을 계획이라고 밝힘 ▷ 전망 - 두산밥캣은 북미 시장의 장비 수요 증가에 대응하기 위해 멕시코에 새로운 생산거점을...,fail,Not in Blacklist,2023-12-26
18,"대형건설 해외 플랜트, 부활의 몸짓",http://www.newsway.co.kr/news/view?tp=1&ud=2018102211395723879,뉴스웨이,2018.10.22.,GS건설 암모니아 투자계획 해외,"올해 해외수주 실적 1위인 삼성엔지니어링이 선봉장으로 선 가운데 해외 플랜트부문 유무급휴가로 침체됐던 대림산업, 대우건설 등은 물론 GS건설... 달러를 투자하겠다는 계획을 발표했다. 건설업계 한 관계자는 ""중동 등 산유국의 유가 급등은 분명 업계에선 기회가 된다. 최근 대형사들의...",success,Not in Blacklist,2023-12-26
19,해외건설 수주 회복할까…건설업계 엇갈린 실적 예고,http://www.dailian.co.kr/news/view/706248/?sc=naver,데일리안,2018.04.12.,GS건설 암모니아 투자계획 해외,"암모니아 프로젝트와 함께 하반기 인도네시아 타이탄, 국내 정유업체들의 대규모 설비 투자 계획 등의 수주 가능성이 점쳐지고 있다. 이처럼 그간 발목을 잡았던 해외사업 리스크가 올해는 해소될 것이라는 기대감이 있는 한편, 사업 부진을 쉽게 벗어날 수 없을 것이란 전망도 있다. 현대은...",success,Blacklist,2023-12-26
20,"부진한 건설업계, 하반기 해외수주 분위기 '반전' 기대",http://www.newstomato.com/ReadNews.aspx?no=774253,뉴스토마토,2017.08.28.,GS건설 암모니아 투자계획 해외,"28일 한국투자증권에 따르면 업계 맏형 격인 현대건설(000720)은 올 상반기 이란 ‘사우스파 화학’, 싱가포르 ‘매립공사’, 방글라데시 항만공사인 ‘마타바리’ 등의 계약을 완료했지만 올초 해외수주 목표대비 수주 달성률은 23.2%에 불과했다. (006360) 역시 상반기 UAE RRE ‘화재 개보수’를...",success,Blacklist,2023-12-26
21,6월 2주 국내 ESG 이슈 핫클립,http://www.impacton.net/news/articleView.html?idxno=6683,임팩트온,2023.06.16.,GS건설 암모니아 투자계획 해외,"현대건설과 DL이앤씨의 경우 각각 12건을 이행했으며 GS건설과 대우건설은 각각 11건을 이행하여 그 뒤를 이었다. 현대차, 태국 전기차 공장 설립 추진... 현대차는 현재 현지 정부와 협상 테이블에 앉아 공장 설립 포함 다양한 지원 프로젝트 등을 검토하고 있다. 장기 프로젝트로 이뤄지는 만큼...",fail,Blacklist,2023-12-26
22,"정원주 대우건설 회장 취임, 글로벌 건설 명가 대우건설 재건 힘 싣는다",https://www.businesspost.co.kr/BP?command=article_view&num=316929,비즈니스포스트,2023.06.01.,GS건설 암모니아 투자계획 해외,정원주 대우건설 회장(가운데)이 2022년 12월5일 서울 중구 소공동 롯데호텔에서 응우옌 쑤언 푹 베트남 국가주석과 만나 향후 현지 투자 계획 등에 대해... 현대건설·삼성물산은 물론 삼성엔지니어링·현대엔지니어링·SK에코플랜트· 등에도 뒤진다. 대우의 수주잔고는 2023년 1분기 7조9523억...,success,Blacklist,2023-12-26
23,"IPO 대어 또 온다…현대ENG, 고평가 논란 털고 건설 대장주 등극?",http://news.mt.co.kr/mtview.php?no=2022012509092775323,머니투데이,2022.01.25.,GS건설 암모니아 투자계획 해외,"현대엔지니어링의 증권신고서를 보면, 삼성엔지니어링, GS건설, 대우건설과 외국 상장사 9곳 등 총 12개사를 최종 비교회사로 선정했다. 이들의 EV/EBITDA... 차세대 초소형원자로, 폐플라스틱·암모니아 활용 청정수소 생산, 폐기물 소각·매립 등 신사업에 한다는 이다. 탄소중립 확산 기조에 따라...",success,Blacklist,2023-12-26
24,[데스크리포트] 11월 기업 동향과 전망-건설,https://www.businesspost.co.kr/BP?command=article_view&num=257530,비즈니스포스트,2021.11.02.,GS건설 암모니아 투자계획 해외,"GS건설은 해외 수처리사업에서 베트남 등 동남아시아지역 진출을 꾀하고 있다. 베트남시장은 제조산업 성장 등에 따른 산업폐수 처리, 상하수도 등... 이 전략에는 대우건설 독립경영 비전과 투자계획, 고용유지 및 처우 개선방안이 담길 것으로 보인다. ◆ 코오롱글로벌 코오롱글로벌이 올해 역대 최대...",success,Blacklist,2023-12-26
25,30년 넘게 공들인 기회의 땅… 주요 신사업 ‘러브콜’,https://news.kmib.co.kr/article/view.asp?arcid=0924292451&code=11151100&cp=nv,국민일보,2023.03.20.,GS건설 암모니아 투자계획 해외,"사우디는 한국에 가장 큰 해외 건설시장이다. 1990~2022년 해외 수주액 중 가장 많은 1561억6600달러(204조4130억원, 16.8%)를 사우디에서 벌어들였다. 사우디는 2030년까지 약 1조3700억 달러(1794조원)를 신도시와 관광·산업단지 조성, 친환경 신재생에너지 부문에 할 이다. 이 중 5000억 달러를 미래형...",success,Not in Blacklist,2023-12-26
26,"삼성물산 호실적으로 이익체력 탄탄, 오세철 신사업 드라이브 뒷받침",https://www.businesspost.co.kr/BP?command=article_view&num=305083,비즈니스포스트,2023.02.02.,GS건설 암모니아 투자계획 해외,"구체적 계획을 세워뒀다. 오 사장은 이미 중동 등 해외에서 친환경에너지사업 진출을 가시화하고 있다. 친환경에너지부문에서는 사우디아라비아 네옴시티의 그린수소암모니아 공장 건설사업, 우크라이나 청정수소 시범사업 등에 참여하면서 글로벌시장을 겨냥하고 있다. 올해 1월에는 마스다르와 수소 및...",success,Blacklist,2023-12-26
